Argon 2i 10 iterations 1024 KB 1 thread,Argon 2i 100 iterations 4096 KB 8 threads,Argon 2i 500 iterations 8192 KB 16 threads,Catena garlic 15,Catena garlic 18,Catena garlic 20,Yescrypt 1024 blocks blocksize 8 1 thread,Yescrypt 2048 blocks blocksize 32 8 threads,Yescrypt 4096 blocks blocksize 64 16 threads
0.021998167037963867,0.43993687629699707,2.9739906787872314,0.15510034561157227,1.485032558441162,6.541106939315796,0.006212949752807617,0.040494441986083984,0.15502285957336426
0.02033376693725586,0.4508519172668457,2.9738893508911133,0.1481800079345703,1.496701717376709,6.519680738449097,0.0062677860260009766,0.04054546356201172,0.14640569686889648
0.018143177032470703,0.44230008125305176,2.974797487258911,0.15448832511901855,1.4850330352783203,6.541422605514526,0.0066072940826416016,0.03873419761657715,0.1528303623199463
0.019287586212158203,0.446073055267334,2.995140552520752,0.14751935005187988,1.5077686309814453,6.546294927597046,0.005980253219604492,0.04530501365661621,0.14057207107543945
0.018691062927246094,0.4463999271392822,2.955780506134033,0.14891362190246582,1.5106191635131836,6.5284645557403564,0.005972146987915039,0.04255962371826172,0.13895344734191895
0.019243478775024414,0.44609856605529785,2.9682765007019043,0.14912748336791992,1.5078697204589844,6.527690887451172,0.007158994674682617,0.04184579849243164,0.13978791236877441
0.014028072357177734,0.4406726360321045,2.97505521774292,0.15276193618774414,1.4861245155334473,6.516709327697754,0.0063359737396240234,0.03923773765563965,0.17258143424987793
0.01989889144897461,0.4405097961425781,2.999978542327881,0.15262937545776367,1.5139129161834717,6.529284477233887,0.006720066070556641,0.04829859733581543,0.14102649688720703
0.021456241607666016,0.44533729553222656,2.9733200073242188,0.14799904823303223,1.5111010074615479,6.5275187492370605,0.006320953369140625,0.043749332427978516,0.13918447494506836
0.018035173416137695,0.4490208625793457,2.990635633468628,0.14931988716125488,1.5010182857513428,6.707627773284912,0.00658726692199707,0.03716087341308594,0.1412181854248047
0.02118062973022461,0.44428086280822754,2.978419780731201,0.15551471710205078,1.4760453701019287,6.524433612823486,0.005991220474243164,0.03953266143798828,0.1495981216430664
0.019704580307006836,0.4465048313140869,2.9647252559661865,0.146958589553833,1.5063817501068115,6.524229288101196,0.006275653839111328,0.04333996772766113,0.14335274696350098
0.02335333824157715,0.4566948413848877,2.976804733276367,0.1491382122039795,1.513277292251587,6.5213751792907715,0.0070552825927734375,0.039447784423828125,0.15265798568725586
0.01781463623046875,0.44672083854675293,2.9626433849334717,0.1478443145751953,1.514556646347046,6.528368711471558,0.006330728530883789,0.04186296463012695,0.15149497985839844
0.018799304962158203,0.44900965690612793,2.963589668273926,0.14682674407958984,1.509857416152954,6.513979196548462,0.00704193115234375,0.04495644569396973,0.1505141258239746
0.020021438598632812,0.44983553886413574,2.950094223022461,0.1582932472229004,1.4832227230072021,6.530576944351196,0.006856203079223633,0.041210174560546875,0.1427602767944336
0.02146172523498535,0.44838929176330566,2.9638988971710205,0.15281987190246582,1.4783334732055664,6.52627420425415,0.0064983367919921875,0.04018044471740723,0.1590416431427002
0.01855015754699707,0.45291876792907715,3.0119502544403076,0.14803624153137207,1.4969916343688965,6.524649143218994,0.006438493728637695,0.04719257354736328,0.1459348201751709
0.014597892761230469,0.4510986804962158,2.995847225189209,0.14902615547180176,1.500016212463379,6.536398887634277,0.006006717681884766,0.04703330993652344,0.15403223037719727
