Argon 2i 10 iterations 1024 KB 1 thread,Argon 2i 100 iterations 4096 KB 8 threads,Argon 2i 500 iterations 8192 KB 16 threads,Catena garlic 15,Catena garlic 18,Catena garlic 20,Yescrypt 1024 blocks blocksize 8 1 thread,Yescrypt 2048 blocks blocksize 32 8 threads,Yescrypt 4096 blocks blocksize 64 16 threads
0.020754575729370117,0.2411360740661621,2.069550037384033,0.13726806640625,1.1772406101226807,5.162631988525391,0.00841832160949707,0.04755878448486328,0.09924173355102539
0.007246732711791992,0.23289990425109863,2.0707926750183105,0.14278125762939453,1.1728262901306152,5.176290035247803,0.008374691009521484,0.049610137939453125,0.09429597854614258
0.007419109344482422,0.2266857624053955,2.079486846923828,0.1362767219543457,1.1712512969970703,5.1527814865112305,0.00832676887512207,0.04810690879821777,0.09491825103759766
0.007684469223022461,0.22828936576843262,2.1026206016540527,0.12689995765686035,1.1725704669952393,5.143593072891235,0.008400678634643555,0.05589771270751953,0.09682679176330566
0.008010387420654297,0.2196061611175537,2.0510854721069336,0.1387333869934082,1.1332709789276123,5.166351079940796,0.008361577987670898,0.04906272888183594,0.09454703330993652
0.007200479507446289,0.22784900665283203,2.0658326148986816,0.12633061408996582,1.1801939010620117,5.148320436477661,0.008378028869628906,0.05893540382385254,0.09260058403015137
0.009388446807861328,0.2298600673675537,2.0641326904296875,0.15190839767456055,1.1797680854797363,5.170284032821655,0.008289813995361328,0.05079793930053711,0.09262442588806152
0.007636308670043945,0.20896482467651367,2.0601518154144287,0.13547325134277344,1.1771743297576904,5.169436454772949,0.008395910263061523,0.05716514587402344,0.09732484817504883
0.006948709487915039,0.2192533016204834,2.0634477138519287,0.13312911987304688,1.1311249732971191,5.162465572357178,0.00833892822265625,0.05232739448547363,0.10733222961425781
0.007998943328857422,0.216691255569458,2.077106237411499,0.1518256664276123,1.1824836730957031,5.143656253814697,0.008383989334106445,0.05532217025756836,0.09531378746032715
0.007550954818725586,0.22850561141967773,2.079195976257324,0.13581585884094238,1.1803569793701172,5.162879705429077,0.008408308029174805,0.05331540107727051,0.10024571418762207
0.007102489471435547,0.21175527572631836,2.0603387355804443,0.12751007080078125,1.170280933380127,5.170766115188599,0.008441448211669922,0.04902458190917969,0.09197592735290527
0.008051395416259766,0.22653508186340332,2.079930543899536,0.13720488548278809,1.179396152496338,5.14664626121521,0.008495330810546875,0.05199003219604492,0.09869217872619629
0.008039474487304688,0.2255873680114746,2.0864365100860596,0.13538479804992676,1.1757886409759521,5.1531147956848145,0.008408308029174805,0.04308485984802246,0.09916973114013672
0.006901741027832031,0.21091246604919434,2.0663087368011475,0.1338062286376953,1.1722753047943115,5.160802125930786,0.008352994918823242,0.0451352596282959,0.09289813041687012
0.007378578186035156,0.22250103950500488,2.0838966369628906,0.13824868202209473,1.1728599071502686,5.165492296218872,0.013859748840332031,0.04667186737060547,0.09431004524230957
0.008913755416870117,0.21921086311340332,2.084810495376587,0.13701152801513672,1.1743474006652832,5.163345098495483,0.008414745330810547,0.06193804740905762,0.10330057144165039
0.00767970085144043,0.22204256057739258,2.0736920833587646,0.13951778411865234,1.1758551597595215,5.147424697875977,0.008437871932983398,0.04474067687988281,0.09636569023132324
0.006978273391723633,0.22916245460510254,2.0875113010406494,0.15036487579345703,1.1631340980529785,5.162088632583618,0.008421182632446289,0.05211019515991211,0.09351563453674316
0.008172035217285156,0.2129957675933838,2.073024034500122,0.12257790565490723,1.1775915622711182,5.173982381820679,0.008359432220458984,0.04599142074584961,0.09240126609802246
0.006871700286865234,0.23018717765808105,2.064610242843628,0.1345076560974121,1.1797535419464111,5.153064727783203,0.008407831192016602,0.04453682899475098,0.09391283988952637
0.007015228271484375,0.21888041496276855,2.093144416809082,0.14212894439697266,1.1784608364105225,5.156252384185791,0.013922452926635742,0.04082655906677246,0.0926966667175293
0.008311748504638672,0.21985793113708496,2.060285806655884,0.1512141227722168,1.1555049419403076,5.164549827575684,0.008446931838989258,0.049515485763549805,0.09543204307556152
0.008626699447631836,0.2321004867553711,2.036064386367798,0.12761831283569336,1.1845738887786865,5.1579320430755615,0.008420705795288086,0.0638575553894043,0.09778070449829102
0.00829768180847168,0.21910786628723145,2.1731085777282715,0.13362789154052734,1.1712396144866943,5.13259220123291,0.008466720581054688,0.0625758171081543,0.09876537322998047
0.006999015808105469,0.21416473388671875,2.072566270828247,0.13365578651428223,1.1641364097595215,5.171494007110596,0.008446931838989258,0.04301595687866211,0.09232711791992188
0.007687807083129883,0.21786046028137207,2.0653698444366455,0.14827466011047363,1.1733465194702148,5.164652347564697,0.008440494537353516,0.05221843719482422,0.09838175773620605
0.0074574947357177734,0.24148225784301758,2.0492441654205322,0.11944270133972168,1.1629893779754639,5.147944450378418,0.004117727279663086,0.06780719757080078,0.09730815887451172
0.007565975189208984,0.22258281707763672,2.0639443397521973,0.13261651992797852,1.1612608432769775,5.127821922302246,0.006418704986572266,0.045047760009765625,0.0921318531036377
0.006921291351318359,0.21106743812561035,2.060709238052368,0.13643550872802734,1.1725058555603027,5.171496391296387,0.007804155349731445,0.04378628730773926,0.10184240341186523
0.00828695297241211,0.2122483253479004,2.074155330657959,0.12287521362304688,1.1824195384979248,5.147741794586182,0.008397579193115234,0.04991340637207031,0.09598636627197266
0.007055521011352539,0.22082924842834473,2.0921244621276855,0.13433551788330078,1.158304214477539,5.1221253871917725,0.004077434539794922,0.050943613052368164,0.09104466438293457
0.006930112838745117,0.2161850929260254,2.0738086700439453,0.14914417266845703,1.1464006900787354,5.165858268737793,0.008092403411865234,0.047347307205200195,0.10178136825561523
0.007212638854980469,0.21970820426940918,2.062870740890503,0.1349477767944336,1.176201343536377,5.13834285736084,0.004045963287353516,0.052677154541015625,0.09902763366699219
0.007635831832885742,0.22654390335083008,2.0782387256622314,0.13281941413879395,1.1762890815734863,5.162931442260742,0.008263349533081055,0.052361488342285156,0.09843778610229492
0.006865024566650391,0.22419404983520508,2.0348098278045654,0.15229535102844238,1.1828281879425049,5.1589272022247314,0.008406877517700195,0.04737687110900879,0.11714792251586914
0.011924028396606445,0.24606895446777344,2.0649237632751465,0.12725353240966797,1.1778790950775146,5.141524791717529,0.008393526077270508,0.04072237014770508,0.09414505958557129
0.008265256881713867,0.24100208282470703,2.083921194076538,0.12997031211853027,1.1812407970428467,5.174047470092773,0.008360624313354492,0.049840450286865234,0.0952606201171875
0.0070154666900634766,0.23714447021484375,2.0645132064819336,0.1494896411895752,1.1787927150726318,5.1627843379974365,0.008398771286010742,0.04222536087036133,0.09200596809387207
